,Netflix,CrowdStrike Holdings,Alibaba,"Palo Alto Networks, Inc.",Alibaba Group Holding Limited,"JD.com, Inc.",Canoo Inc.,"Best Buy Co., Inc.",Tonix Pharmaceuticals Holding Corp.,Pinduoduo Inc.,"Bio-Path Holdings, Inc.",Pfizer Inc.,"AMC Entertainment Holdings, Inc.","Advanced Micro Devices, Inc.",New Oriental Education & Technology Group Inc.,Ford Motor Company,NVIDIA Corporation,NIO Inc.,TAL Education Group,AT&T co,Microsoft,Intel,Caspian Sunrise plc,Vobile Group Limited,TuSimple Holdings Inc.,"Doximity, Inc.",Stem Inc
1972-11-03,,,,,,,,,,0.8894690275192261,,,,,2.33569598197937,,,,,,,,,,,,
1972-11-06,,,,,,,,,,0.872173011302948,,,,,2.3600258827209473,,,,,,,,,,,,
1972-11-08,,,,,,,,,,0.8746439814567566,,,,,2.3478610515594482,,,,,,,,,,,,
1972-11-09,,,,,,,,,,0.872173011302948,,,,,2.396522045135498,,,,,,,,,,,,
1972-11-10,,,,,,,,,,0.8499370217323303,,,,,2.428961992263794,,,,,,,,,,,,
1972-11-13,,,,,,,,,,0.8524069786071777,,,,,2.404632091522217,,,,,,,,,,,,
1972-11-14,,,,,,,,,,0.8499370217323303,,,,,2.4451820850372314,,,,,,,,,,,,
1972-11-15,,,,,,,,,,0.8499370217323303,,,,,2.428961992263794,,,,,,,,,,,,
1972-11-16,,,,,,,,,,0.8499370217323303,,,,,2.465456962585449,,,,,,,,,,,,
1972-11-17,,,,,,,,,,0.8499370217323303,,,,,2.5262820720672607,,,,,,,,,,,,
1972-11-20,,,,,,,,,,0.8499370217323303,,,,,2.5343921184539795,,,,,,,,,,,,
1972-11-21,,,,,,,,,,0.8326420187950134,,,,,2.5546679496765137,,,,,,,,,,,,
1972-11-22,,,,,,,,,,0.8449950218200684,,,,,2.5384480953216553,,,,,,,,,,,,
1972-11-24,,,,,,,,,,0.8524069786071777,,,,,2.5141170024871826,,,,,,,,,,,,
1972-11-27,,,,,,,,,,0.8598200082778931,,,,,2.473567008972168,,,,,,,,,,,,
1972-11-28,,,,,,,,,,0.8573489785194397,,,,,2.4330170154571533,,,,,,,,,,,,
1972-11-29,,,,,,,,,,0.8573489785194397,,,,,2.416796922683716,,,,,,,,,,,,
1972-11-30,,,,,,,,,,0.8647609949111938,,,,,2.4451820850372314,,,,,,,,,,,,
1972-12-01,,,,,,,,,,0.8697029948234558,,,,,2.4573469161987305,,,,,,,,,,,,
1972-12-04,,,,,,,,,,0.8795859813690186,,,,,2.4695119857788086,,,,,,,,,,,,
1972-12-05,,,,,,,,,,0.8795859813690186,,,,,2.5222270488739014,,,,,,,,,,,,
1972-12-06,,,,,,,,,,0.8795859813690186,,,,,2.5262820720672607,,,,,,,,,,,,
