,First Rand,Investec Group,MTN Group,Aveng Limited
2005-09-16,1264.5633544921875,2702.259765625,4710.0,676.006591796875
2005-09-19,1249.509033203125,2683.305419921875,4795.0,695.4445190429688
2005-09-20,1239.7237548828125,2674.74169921875,4975.0,682.4859008789062
2005-09-21,1241.98193359375,2748.6181640625,4970.0,686.805419921875
2005-09-22,1224.66943359375,2700.432861328125,4825.0,691.125
2005-09-23,1211.8731689453125,2674.170654296875,4769.0,691.556884765625
2005-09-26,1239.7237548828125,2700.432861328125,4701.0,697.6043090820312
2005-09-27,1244.99267578125,2771.79736328125,4740.0,701.923828125
2005-09-28,1247.2508544921875,2787.212158203125,4930.0,704.08349609375
2005-09-29,1251.7672119140625,2747.01953125,5060.0,708.403076171875
2005-09-30,1275.8541259765625,2807.53662109375,5269.0,723.5214233398438
2005-10-03,1241.98193359375,2790.180908203125,5200.0,714.8823852539062
2005-10-04,1238.21826171875,2808.906982421875,5108.0,732.1605224609375
2005-10-05,1230.6910400390625,2854.580078125,5049.0,732.1605224609375
2005-10-06,1205.8514404296875,2772.368408203125,4830.0,717.0421142578125
2005-10-07,1195.3133544921875,2683.305419921875,4898.0,708.403076171875
2005-10-10,1213.3785400390625,2682.8486328125,4770.0,712.2907104492188
2005-10-11,1216.3895263671875,2768.371826171875,4765.0,717.0421142578125
2005-10-12,1212.6258544921875,2736.971435546875,4850.0,734.3203125
2005-10-13,1180.2591552734375,2614.79541015625,4805.0,717.0421142578125
2005-10-14,1167.462890625,2574.831298828125,4650.0,714.8823852539062
2005-10-17,1174.2374267578125,2601.664306640625,4829.0,716.17822265625
2005-10-18,1166.710205078125,2573.11865234375,4765.0,717.0421142578125
2005-10-19,1122.300048828125,2497.186767578125,4610.0,707.5391845703125
2005-10-20,1151.6558837890625,2630.438720703125,4896.0,708.403076171875
2005-10-21,1144.128662109375,2569.122314453125,4750.0,710.5628051757812
2005-10-24,1181.7646484375,2634.8916015625,4955.0,717.0421142578125
2005-10-25,1181.7646484375,2677.59619140625,4851.0,735.1842041015625
2005-10-26,1196.066162109375,2705.000244140625,4930.0,742.9592895507812
2005-10-27,1166.710205078125,2717.560302734375,4850.0,736.47998046875
2005-10-28,1162.9466552734375,2716.41845703125,4897.0,732.1605224609375
2005-10-31,1188.5389404296875,2781.5029296875,5000.0,727.8410034179688
2005-11-01,1222.4112548828125,2803.19775390625,5300.0,734.3203125
2005-11-02,1215.6368408203125,2888.720947265625,5320.0,742.9592895507812
2005-11-03,1230.6910400390625,3045.837158203125,5880.0,775.3557739257812
2005-11-04,1215.6368408203125,3023.00048828125,5835.0,764.5570068359375
2005-11-07,1230.6910400390625,3059.5390625,5770.0,777.515625
2005-11-08,1178.753662109375,2991.60009765625,5600.0,794.793701171875
2005-11-09,1204.345947265625,3014.6650390625,5499.0,812.07177734375
2005-11-10,1230.6910400390625,3032.135009765625,5500.0,825.0303955078125
2005-11-11,1253.2725830078125,3026.42578125,5765.0,833.2374877929688
2005-11-14,1279.61767578125,3080.092041015625,5800.0,822.8707275390625
2005-11-15,1249.509033203125,3164.587646484375,5813.0,827.190185546875
2005-11-16,1245.745361328125,3084.08837890625,5775.0,827.190185546875
2005-11-17,1257.0362548828125,3025.85498046875,5645.0,827.190185546875
2005-11-18,1241.2291259765625,3111.492431640625,5779.0,829.3499755859375
2005-11-21,1223.1639404296875,3083.517578125,6030.0,842.740478515625
2005-11-22,1196.81884765625,3072.09912109375,6000.0,820.7108764648438
2005-11-23,1205.8514404296875,3029.965576171875,5994.0,820.7108764648438
2005-11-24,1226.927490234375,3111.492431640625,5695.0,827.190185546875
2005-11-25,1208.109619140625,3074.3828125,5700.0,822.8707275390625
2005-11-28,1196.81884765625,2997.880126953125,5630.0,805.592529296875
2005-11-29,1206.604248046875,3057.25537109375,5580.0,807.7523193359375
2005-11-30,1189.291748046875,2968.763427734375,5400.0,795.2257080078125
2005-12-01,1174.9901123046875,3009.298583984375,5617.0,790.4741821289062
2005-12-02,1200.58251953125,3070.272216796875,5700.0,788.3143920898438
2005-12-05,1223.1639404296875,2992.741943359375,5740.0,786.1546020507812
2005-12-06,1272.0904541015625,3047.5498046875,5799.0,788.3143920898438
2005-12-07,1324.7806396484375,3142.322021484375,5880.0,794.793701171875
2005-12-08,1298.435546875,3136.041748046875,5770.0,794.793701171875
2005-12-09,1298.435546875,3081.690673828125,5660.0,794.793701171875
2005-12-12,1309.726318359375,3124.62353515625,5760.0,812.07177734375
2005-12-13,1321.01708984375,3140.0380859375,5710.0,820.7108764648438
2005-12-14,1309.726318359375,3135.356689453125,5738.0,814.2316284179688
2005-12-15,1356.3946533203125,3151.57080078125,5783.0,812.07177734375
2005-12-16,1356.3946533203125,3151.57080078125,5783.0,812.07177734375
2005-12-19,1391.0196533203125,3195.988037109375,5900.0,803.4328002929688
2005-12-20,1392.525146484375,3140.0380859375,5980.0,786.1546020507812
2005-12-21,1412.095703125,3178.28955078125,6180.0,792.2020263671875
2005-12-22,1416.612060546875,3169.725830078125,6385.0,764.5570068359375
2005-12-23,1430.160888671875,3162.875,6380.0,768.8765258789062
2005-12-26,1430.160888671875,3162.875,6380.0,768.8765258789062
2005-12-27,1464.033203125,3197.1298828125,6300.0,779.67529296875
2005-12-28,1430.160888671875,3180.116455078125,6208.0,779.67529296875
2005-12-29,1430.160888671875,3179.431396484375,6379.0,768.8765258789062
2005-12-30,1388.761474609375,3153.169189453125,6215.0,777.0836181640625
2006-01-02,1388.761474609375,3153.169189453125,6215.0,777.0836181640625
2006-01-03,1426.3974609375,3190.27880859375,6320.0,790.4741821289062
2006-01-04,1411.343017578125,3227.0458984375,6199.0,792.6339111328125
2006-01-05,1378.2235107421875,3185.140625,6140.0,796.9534912109375
2006-01-06,1424.13916015625,3211.402587890625,6210.0,807.7523193359375
2006-01-09,1430.160888671875,3220.080810546875,6439.0,840.1488037109375
2006-01-10,1441.45166015625,3242.117919921875,6380.0,855.26708984375
2006-01-11,1479.0875244140625,3282.76708984375,6400.0,857.4268798828125
2006-01-12,1459.516845703125,3278.199951171875,6270.0,896.3026733398438
2006-01-13,1465.53857421875,3254.221435546875,6180.0,907.1015014648438
2006-01-16,1430.160888671875,3219.966552734375,5830.0,876.8648071289062
2006-01-17,1388.761474609375,3168.583984375,5830.0,859.586669921875
2006-01-18,1384.998046875,3105.09814453125,5949.0,842.3084716796875
2006-01-19,1456.5059814453125,3276.4873046875,6200.0,848.7877807617188
2006-01-20,1445.21533203125,3345.453857421875,6279.0,850.9475708007812
2006-01-23,1436.9354248046875,3383.24853515625,6190.0,844.4683227539062
2006-01-24,1441.45166015625,3402.65966796875,6395.0,853.107421875
2006-01-25,1438.4407958984375,3408.368896484375,6311.0,885.50390625
2006-01-26,1415.1065673828125,3444.907470703125,6200.0,881.184326171875
2006-01-27,1430.160888671875,3482.587890625,6329.0,874.7050170898438
2006-01-30,1418.8702392578125,3471.740478515625,6200.0,879.0245971679688
2006-01-31,1456.5059814453125,3471.16943359375,6310.0,887.66357421875
2006-02-01,1486.61474609375,3482.587890625,6360.0,907.5335083007812
2006-02-02,1493.38916015625,3504.05419921875,6298.0,911.4210205078125
2006-02-03,1448.978759765625,3318.735107421875,6100.0,907.1015014648438
2006-02-06,1504.679931640625,3362.695556640625,6269.0,896.3026733398438
2006-02-07,1449.7315673828125,3395.351806640625,6500.0,911.4210205078125
2006-02-08,1407.579345703125,3408.368896484375,6263.0,907.1015014648438
2006-02-09,1445.21533203125,3482.587890625,6430.0,920.0601196289062
2006-02-10,1433.1717529296875,3482.587890625,6410.0,951.1607055664062
2006-02-13,1397.0413818359375,3431.319580078125,6230.0,950.2968139648438
2006-02-14,1370.6962890625,3339.85888671875,6100.0,950.2968139648438
2006-02-15,1392.525146484375,3399.804931640625,6140.0,950.2968139648438
2006-02-16,1437.6881103515625,3425.496337890625,6200.0,945.977294921875
2006-02-17,1497.9053955078125,3510.562744140625,6165.0,971.8944702148438
2006-02-20,1497.9053955078125,3459.751220703125,6220.0,971.8944702148438
2006-02-21,1520.4869384765625,3500.857177734375,6210.0,980.5336303710938
2006-02-22,1516.7232666015625,3573.934326171875,6220.0,1003.4271240234375
2006-02-23,1531.777587890625,3598.141357421875,6201.0,995.6519165039062
2006-02-24,1482.85107421875,3596.77099609375,6150.0,1008.6104736328125
2006-02-27,1491.1309814453125,3610.47314453125,6171.0,1038.84716796875
2006-02-28,1407.579345703125,3562.744384765625,6000.0,1030.208251953125
2006-03-01,1407.579345703125,3562.744384765625,6000.0,1030.208251953125
2006-03-02,1437.6881103515625,3596.77099609375,5960.0,1071.24365234375
2006-03-03,1419.6229248046875,3494.006103515625,5701.0,1058.717041015625
2006-03-06,1441.45166015625,3585.352783203125,5825.0,1060.4449462890625
2006-03-07,1338.3294677734375,3402.773681640625,5480.0,1004.722900390625
2006-03-08,1378.9761962890625,3311.31298828125,5601.0,1002.5631713867188
2006-03-09,1460.2696533203125,3311.31298828125,5720.0,1015.5217895507812
2006-03-10,1421.1282958984375,3414.64892578125,5830.0,1010.7703247070312
2006-03-13,1445.21533203125,3400.033447265625,6015.0,1036.6875
2006-03-14,1467.0439453125,3391.2412109375,6150.0,1045.3265380859375
2006-03-15,1505.4326171875,3508.279052734375,6140.0,1049.6461181640625
2006-03-16,1528.01416015625,3585.352783203125,6125.0,1032.7999267578125
2006-03-17,1535.541259765625,3682.408447265625,6270.0,1019.84130859375
2006-03-20,1561.8863525390625,3819.42822265625,6261.0,1049.6461181640625
2006-03-21,1561.8863525390625,3819.42822265625,6261.0,1049.6461181640625
2006-03-22,1550.595458984375,3808.010009765625,6135.0,1086.7939453125
2006-03-23,1565.64990234375,3810.864501953125,6350.0,1087.2259521484375
2006-03-24,1564.1444091796875,3730.936279296875,6300.0,1066.9241943359375
2006-03-27,1575.4351806640625,3693.826904296875,6300.0,1062.6046142578125
2006-03-28,1524.25048828125,3609.331298828125,6141.0,1036.6875
2006-03-29,1543.068359375,3631.596923828125,6130.0,1025.8885498046875
2006-03-30,1565.64990234375,3631.02587890625,6200.0,1010.7703247070312
2006-03-31,1505.4326171875,3596.77099609375,6150.0,1015.0897827148438
2006-04-03,1534.0357666015625,3619.607666015625,6210.0,1021.569091796875
2006-04-04,1487.367431640625,3677.84130859375,6170.0,1025.8885498046875
2006-04-05,1509.196044921875,3812.463134765625,5995.0,1036.6875
2006-04-06,1472.3131103515625,3781.6337890625,6009.0,1024.5927734375
2006-04-07,1512.959716796875,3861.676025390625,6101.0,1030.208251953125
2006-04-10,1509.196044921875,3847.97412109375,6020.0,1041.4388427734375
2006-04-11,1516.7232666015625,3756.627685546875,6000.0,1025.8885498046875
2006-04-12,1486.61474609375,3681.837646484375,6027.0,1010.7703247070312
2006-04-13,1520.4869384765625,3716.891845703125,5901.0,995.6519165039062
2006-04-14,1520.4869384765625,3716.891845703125,5901.0,995.6519165039062
2006-04-17,1520.4869384765625,3716.891845703125,5901.0,995.6519165039062
2006-04-18,1516.7232666015625,3828.56298828125,5830.0,1006.8826904296875
2006-04-19,1537.7994384765625,3887.938232421875,5930.0,997.8117065429688
2006-04-20,1520.4869384765625,3884.7412109375,5900.0,997.3796997070312
2006-04-21,1512.959716796875,3891.24951171875,5930.0,993.4921264648438
2006-04-24,1494.141845703125,3929.158447265625,5850.0,981.3975219726562
2006-04-25,1482.85107421875,3905.63671875,5865.0,997.8117065429688
2006-04-26,1487.367431640625,3979.855712890625,6001.0,1025.8885498046875
2006-04-27,1487.367431640625,3979.855712890625,6001.0,1025.8885498046875
2006-04-28,1490.378173828125,3940.46240234375,6000.0,1026.320556640625
2006-05-01,1490.378173828125,3940.46240234375,6000.0,1026.320556640625
2006-05-02,1479.8402099609375,3930.757080078125,6025.0,997.8117065429688
2006-05-03,1456.5059814453125,4098.03515625,6440.0,1041.0069580078125
2006-05-04,1443.7098388671875,3989.675537109375,6516.0,1049.6461181640625
2006-05-05,1452.742431640625,4030.667236328125,6800.0,1049.6461181640625
2006-05-08,1434.67724609375,4110.595703125,6530.0,1019.4093017578125
2006-05-09,1448.978759765625,4181.38916015625,6375.0,1036.6875
2006-05-10,1451.237060546875,4158.552734375,6168.0,1049.6461181640625
2006-05-11,1433.924560546875,4264.74267578125,6084.0,1064.764404296875
2006-05-12,1403.063232421875,4076.91162109375,5900.0,1071.24365234375
2006-05-15,1364.674560546875,4019.363037109375,5700.0,1047.486328125
2006-05-16,1411.343017578125,3893.6474609375,5600.0,1036.6875
2006-05-17,1415.1065673828125,3819.999267578125,5625.0,1015.0897827148438
2006-05-18,1400.8050537109375,3802.30078125,5710.0,995.6519165039062
2006-05-19,1369.19091796875,3870.810791015625,5661.0,996.5158081054688
2006-05-22,1288.6502685546875,3767.47509765625,5719.0,954.6163940429688
2006-05-23,1339.8349609375,3825.365966796875,5600.0,950.2968139648438
2006-05-24,1305.962646484375,3825.137451171875,5500.0,925.2435302734375
2006-05-25,1339.8349609375,3759.482177734375,5520.0,933.0186767578125
2006-05-26,1373.7071533203125,3996.412353515625,5890.0,950.2968139648438
2006-05-29,1392.525146484375,4007.83056640625,5855.0,957.6400146484375
2006-05-30,1344.351318359375,3949.59716796875,5683.0,966.7111206054688
2006-05-31,1333.060546875,3985.56494140625,5570.0,952.4566040039062
2006-06-01,1362.41650390625,3973.57568359375,5650.0,950.2968139648438
2006-06-02,1411.343017578125,4124.8681640625,5800.0,967.5750122070312
2006-06-05,1407.579345703125,4110.3671875,5801.0,971.8944702148438
2006-06-06,1339.8349609375,3973.57568359375,5450.0,919.628173828125
2006-06-07,1294.6719970703125,3905.179931640625,5310.0,907.1015014648438
2006-06-08,1219.400390625,3499.71533203125,5018.0,881.6162719726562
2006-06-09,1339.8349609375,3666.537109375,5312.0,898.030517578125
2006-06-12,1296.93017578125,3672.132080078125,5350.0,936.9063110351562
2006-06-13,1298.435546875,3505.424560546875,5151.0,928.2672119140625
2006-06-14,1321.01708984375,3551.668701171875,5250.0,920.0601196289062
2006-06-15,1321.01708984375,3551.668701171875,5250.0,943.8175048828125
2006-06-16,1321.01708984375,3551.668701171875,5250.0,943.8175048828125
2006-06-19,1369.943603515625,3808.010009765625,5750.0,950.2968139648438
2006-06-20,1366.1800537109375,3808.010009765625,5510.0,935.1785278320312
2006-06-21,1328.544189453125,3819.42822265625,5749.0,920.0601196289062
2006-06-22,1306.7154541015625,3882.22900390625,5600.0,939.4979858398438
2006-06-23,1238.21826171875,3751.831787109375,5320.0,920.0601196289062
2006-06-26,1159.18310546875,3779.464111328125,5075.0,874.7050170898438
2006-06-27,1168.2156982421875,3779.464111328125,5048.0,895.4387817382812
2006-06-28,1193.8079833984375,3755.143310546875,5081.0,896.3026733398438
2006-06-29,1242.734619140625,3734.36181640625,5250.0,907.1015014648438
2006-06-30,1272.0904541015625,3825.137451171875,5290.0,926.5394287109375
2006-07-03,1331.5550537109375,3837.811767578125,5425.0,982.6932983398438
2006-07-04,1324.7806396484375,3857.10888671875,5440.0,976.2139892578125
2006-07-05,1279.61767578125,3895.24609375,5328.0,963.25537109375
2006-07-06,1279.61767578125,3903.923828125,5360.0,961.095703125
2006-07-07,1293.9193115234375,3862.818115234375,5411.0,961.095703125
2006-07-10,1321.01708984375,3888.9658203125,5349.0,958.9359130859375
2006-07-11,1287.8975830078125,3836.555908203125,5325.0,967.5750122070312
2006-07-12,1317.2535400390625,3927.674072265625,5390.0,980.5336303710938
2006-07-13,1268.326904296875,3942.17529296875,5199.0,951.1607055664062
2006-07-14,1249.509033203125,3833.13037109375,5200.0,945.977294921875
2006-07-17,1197.5716552734375,3802.30078125,4999.0,908.8292846679688
2006-07-18,1204.345947265625,3773.9833984375,5050.0,907.1015014648438
2006-07-19,1246.4981689453125,3962.157470703125,5250.0,941.6577758789062
2006-07-20,1246.4981689453125,3996.412353515625,5420.0,967.5750122070312
2006-07-21,1245.745361328125,3785.744384765625,5250.0,976.2139892578125
2006-07-24,1253.2725830078125,3869.097900390625,5364.0,975.7821044921875
2006-07-25,1257.0362548828125,3795.67822265625,5280.0,963.25537109375
2006-07-26,1257.0362548828125,3922.193115234375,5360.0,958.9359130859375
2006-07-27,1290.908447265625,4060.24072265625,5399.0,971.0305786132812
2006-07-28,1275.8541259765625,4019.2490234375,5299.0,948.1370849609375
2006-07-31,1299.9410400390625,4096.43701171875,5310.0,933.0186767578125
2006-08-01,1250.26171875,3979.39892578125,5185.0,950.2968139648438
2006-08-02,1241.2291259765625,3950.853271484375,5195.0,945.977294921875
2006-08-03,1241.98193359375,3950.739013671875,5220.0,943.8175048828125
2006-08-04,1257.0362548828125,3962.157470703125,5276.0,948.1370849609375
2006-08-07,1219.400390625,3905.179931640625,5199.0,948.1370849609375
2006-08-08,1226.927490234375,3914.200439453125,5300.0,984.8530883789062
2006-08-09,1226.927490234375,3914.200439453125,5300.0,984.8530883789062
2006-08-10,1228.4329833984375,3853.683349609375,5199.0,1019.4093017578125
2006-08-11,1235.2073974609375,3847.97412109375,5299.0,1047.486328125
2006-08-14,1219.400390625,3914.200439453125,5260.0,1075.563232421875
2006-08-15,1219.400390625,3975.402587890625,5470.0,1071.24365234375
2006-08-16,1222.4112548828125,3996.412353515625,5488.0,1087.657958984375
2006-08-17,1271.3377685546875,4099.17724609375,5800.0,1079.8828125
2006-08-18,1282.6285400390625,4053.50390625,5700.0,1057.8531494140625
2006-08-21,1287.8975830078125,4139.14111328125,5670.0,1053.965576171875
2006-08-22,1302.19921875,4246.93017578125,5510.0,1051.8057861328125
2006-08-23,1294.6719970703125,4184.814453125,5530.0,1055.693359375
2006-08-24,1294.6719970703125,4139.14111328125,5730.0,1079.0189208984375
2006-08-25,1302.19921875,4179.10546875,5850.0,1123.078125
2006-08-28,1324.7806396484375,4144.8505859375,5950.0,1123.078125
2006-08-29,1348.8675537109375,4156.3828125,5849.0,1116.5987548828125
2006-08-30,1371.4490966796875,4155.92626953125,5950.0,1136.0367431640625
2006-08-31,1343.5986328125,4167.68701171875,5720.0,1153.3148193359375
2006-09-01,1354.8892822265625,4167.68701171875,5779.0,1116.5987548828125
2006-09-04,1384.998046875,4167.68701171875,5838.0,1114.43896484375
2006-09-05,1381.234375,4167.68701171875,5748.0,1123.510009765625
2006-09-06,1358.6529541015625,4133.43212890625,5820.0,1127.3975830078125
2006-09-07,1330.0496826171875,4053.50390625,5680.0,1118.32666015625
2006-09-08,1317.2535400390625,4060.35498046875,5720.0,1123.078125
2006-09-11,1272.8431396484375,3939.32080078125,5688.0,1123.078125
2006-09-12,1288.6502685546875,3945.02978515625,5700.0,1136.0367431640625
2006-09-13,1319.5115966796875,3939.32080078125,5890.0,1177.0721435546875
2006-09-14,1295.4246826171875,3996.412353515625,5874.0,1187.87109375
2006-09-15,1326.2861328125,3953.593505859375,5979.0,1192.1905517578125
2006-09-18,1362.41650390625,3939.8916015625,6031.0,1199.5338134765625
2006-09-19,1357.900146484375,3942.17529296875,6191.0,1235.3858642578125
2006-09-20,1354.8892822265625,3956.4482421875,6170.0,1226.746826171875
2006-09-21,1384.998046875,4132.29052734375,6245.0,1226.746826171875
2006-09-22,1351.125732421875,4247.615234375,6125.0,1226.746826171875
2006-09-25,1351.125732421875,4247.615234375,6125.0,1226.746826171875
2006-09-26,1354.8892822265625,4358.94384765625,6170.0,1202.9893798828125
2006-09-27,1336.0714111328125,4338.9619140625,6200.0,1202.9893798828125
2006-09-28,1346.609375,4325.259765625,6202.0,1192.1905517578125
2006-09-29,1332.3077392578125,4356.08935546875,6300.0,1187.87109375
2006-10-02,1317.2535400390625,4342.38720703125,6180.0,1166.2734375
2006-10-03,1317.2535400390625,4367.5078125,6180.0,1167.1373291015625
2006-10-04,1332.3077392578125,4321.83447265625,6200.0,1189.598876953125
2006-10-05,1351.125732421875,4343.529296875,6315.0,1212.0604248046875
2006-10-06,1366.1800537109375,4429.16650390625,6430.0,1209.46875
2006-10-09,1370.6962890625,4453.14501953125,6650.0,1192.1905517578125
2006-10-10,1345.856689453125,4555.91015625,6650.0,1221.9952392578125
2006-10-11,1343.5986328125,4499.38916015625,6455.0,1230.2025146484375
2006-10-12,1354.8892822265625,4358.373046875,6640.0,1239.7054443359375
2006-10-13,1392.525146484375,4292.14697265625,6661.0,1246.1846923828125
2006-10-16,1411.343017578125,4377.21337890625,6780.0,1239.7054443359375
2006-10-17,1394.0306396484375,4413.18115234375,6550.0,1235.3858642578125
2006-10-18,1396.2886962890625,4320.12158203125,6612.0,1210.3326416015625
2006-10-19,1384.998046875,4310.416015625,6630.0,1200.82958984375
2006-10-20,1384.998046875,4350.38037109375,6700.0,1204.7171630859375
2006-10-23,1366.1800537109375,4402.33349609375,6660.0,1207.3089599609375
2006-10-24,1373.7071533203125,4453.14501953125,6699.0,1247.4805908203125
2006-10-25,1381.234375,4367.5078125,6600.0,1308.81787109375
2006-10-26,1357.900146484375,4253.32470703125,6540.0,1332.1434326171875
2006-10-27,1363.169189453125,4139.71240234375,6489.0,1356.332763671875
2006-10-30,1362.41650390625,4224.77880859375,6625.0,1349.853515625
2006-10-31,1450.4842529296875,4275.01953125,6700.0,1347.6937255859375
2006-11-01,1476.07666015625,4372.64599609375,6920.0,1360.65234375
2006-11-02,1452.742431640625,4339.53271484375,6870.0,1352.01318359375
2006-11-03,1456.5059814453125,4430.30859375,7090.0,1382.25
2006-11-06,1488.1201171875,4438.8720703125,7050.0,1371.4510498046875
2006-11-07,1473.8184814453125,4444.0107421875,7080.0,1382.25
2006-11-08,1490.378173828125,4447.43603515625,7040.0,1434.0843505859375
2006-11-09,1473.8184814453125,4333.82373046875,6951.0,1350.7174072265625
2006-11-10,1459.516845703125,4373.216796875,7082.0,1374.0428466796875
2006-11-13,1467.7967529296875,4473.12744140625,7300.0,1358.060546875
2006-11-14,1456.5059814453125,4481.69091796875,7449.0,1403.84765625
2006-11-15,1444.4625244140625,4501.10205078125,7499.0,1393.048828125
2006-11-16,1429.408203125,4481.69091796875,7140.0,1393.048828125
2006-11-17,1421.1282958984375,4581.0302734375,7005.0,1388.729248046875
2006-11-20,1430.9136962890625,4567.32861328125,7100.0,1397.3682861328125
2006-11-21,1471.560302734375,4684.93701171875,7111.0,1446.6109619140625
2006-11-22,1511.454345703125,4704.34814453125,7325.0,1420.69384765625
2006-11-23,1535.541259765625,4795.69482421875,7335.0,1410.7589111328125
2006-11-24,1528.01416015625,4755.73046875,7350.0,1425.0133056640625
2006-11-27,1534.7884521484375,4642.689453125,7345.0,1403.84765625
2006-11-28,1471.560302734375,4705.490234375,7200.0,1390.8890380859375
2006-11-29,1500.16357421875,4795.69482421875,7345.0,1399.528076171875
2006-11-30,1488.1201171875,4898.45947265625,7320.0,1414.6463623046875
2006-12-01,1503.1744384765625,4921.8671875,7350.0,1490.2381591796875
2006-12-04,1506.93798828125,4881.33203125,7350.0,1468.640625
2006-12-05,1482.85107421875,4879.04833984375,7495.0,1468.640625
2006-12-06,1479.0875244140625,4888.18310546875,7570.0,1495.8536376953125
2006-12-07,1482.85107421875,4892.1796875,7650.0,1483.7589111328125
2006-12-08,1482.85107421875,4884.18701171875,7505.0,1483.7589111328125
2006-12-11,1469.30224609375,4778.5673828125,7576.0,1450.9305419921875
2006-12-12,1464.033203125,4772.85791015625,7645.0,1436.244140625
2006-12-13,1504.679931640625,4836.80078125,7699.0,1403.84765625
2006-12-14,1537.7994384765625,4909.8779296875,7825.0,1395.6405029296875
2006-12-15,1558.1226806640625,5024.06103515625,7950.0,1377.930419921875
2006-12-18,1565.64990234375,4961.26025390625,8250.0,1397.3682861328125
2006-12-19,1550.595458984375,4898.45947265625,8000.0,1397.3682861328125
2006-12-20,1619.845458984375,4924.15087890625,8100.0,1397.3682861328125
2006-12-21,1682.3209228515625,5069.734375,8500.0,1397.3682861328125
2006-12-22,1697.375244140625,5012.64306640625,8540.0,1412.4866943359375
2006-12-27,1696.62255859375,5121.11669921875,8695.0,1434.0843505859375
2006-12-28,1678.5572509765625,5154.80078125,8499.0,1451.362548828125
2006-12-29,1671.0301513671875,5117.12060546875,8530.0,1451.362548828125
2007-01-02,1670.27734375,5232.44580078125,8430.0,1442.2913818359375
2007-01-03,1634.1470947265625,5181.06298828125,8300.0,1425.4453125
2007-01-04,1591.994873046875,5126.826171875,8175.0,1421.125732421875
2007-01-05,1641.6741943359375,5193.62353515625,8080.0,1412.4866943359375
2007-01-08,1671.782958984375,5218.1728515625,8200.0,1377.930419921875
2007-01-09,1738.774658203125,5229.5908203125,8145.0,1403.84765625
2007-01-10,1712.4295654296875,5115.40771484375,8035.0,1403.84765625
2007-01-11,1704.90234375,5180.4921875,8230.0,1416.80615234375
2007-01-12,1701.1387939453125,5229.5908203125,8345.0,1423.2855224609375
2007-01-15,1738.774658203125,5293.53369140625,8535.0,1421.125732421875
2007-01-16,1768.88330078125,5343.7744140625,8500.0,1440.5635986328125
2007-01-17,1768.88330078125,5310.09033203125,8440.0,1546.39208984375
2007-01-18,1792.97021484375,5358.046875,8529.0,1585.699951171875
2007-01-19,1745.549072265625,5251.85693359375,8260.0,1529.114013671875
2007-01-22,1780.1739501953125,5283.828125,8260.0,1576.62890625
2007-01-23,1780.1739501953125,5208.46728515625,8040.0,1640.9898681640625
2007-01-24,1763.6142578125,5210.1796875,8150.0,1676.4100341796875
2007-01-25,1724.4730224609375,5242.15087890625,8275.0,1723.492919921875
2007-01-26,1750.0654296875,5226.16552734375,8250.0,1726.0845947265625
2007-01-29,1717.6986083984375,5183.91748046875,8260.0,1710.5343017578125
2007-01-30,1738.774658203125,5157.65576171875,8489.0,1671.2265625
2007-01-31,1731.24755859375,5073.73095703125,8670.0,1669.498779296875
2007-02-01,1776.410400390625,5118.26220703125,8770.0,1632.7828369140625
2007-02-02,1759.0980224609375,5096.5673828125,8700.0,1641.4217529296875
2007-02-05,1719.2039794921875,5037.1923828125,8575.0,1589.5875244140625
2007-02-06,1774.905029296875,5163.935546875,8699.0,1555.03125
2007-02-07,1753.8289794921875,5222.740234375,8701.0,1563.23828125
2007-02-08,1687.58984375,5111.982421875,8681.0,1571.87744140625
2007-02-09,1701.8914794921875,5098.85107421875,8685.0,1598.2264404296875
2007-02-12,1717.6986083984375,5145.09521484375,8601.0,1580.9483642578125
2007-02-13,1719.9566650390625,5181.06298828125,8631.0,1591.7471923828125
2007-02-14,1693.611572265625,5212.46337890625,8950.0,1624.1436767578125
2007-02-15,1741.7855224609375,5246.71826171875,9081.0,1667.77099609375
2007-02-16,1791.46484375,5222.740234375,9301.0,1701.895263671875
2007-02-19,1776.410400390625,5243.29296875,9250.0,1740.7711181640625
2007-02-20,1768.88330078125,5218.1728515625,9402.0,1739.9071044921875
2007-02-21,1776.410400390625,5198.76171875,9370.0,1762.36865234375
2007-02-22,1847.91845703125,5242.72216796875,9450.0,1771.0078125
2007-02-23,1840.391357421875,5252.427734375,9370.0,1772.3035888671875
2007-02-26,1856.9510498046875,5227.30712890625,9350.0,1788.285888671875
2007-02-27,1792.97021484375,5001.224609375,9001.0,1738.611328125
2007-02-28,1802.7554931640625,5013.2138671875,8800.0,1706.21484375
2007-03-01,1743.2908935546875,5012.64306640625,8550.0,1671.6585693359375
2007-03-02,1731.24755859375,5021.20654296875,8650.0,1632.7828369140625
2007-03-05,1645.437744140625,4835.65869140625,8525.0,1596.0667724609375
2007-03-06,1663.5030517578125,4901.314453125,8601.0,1694.9840087890625
2007-03-07,1678.5572509765625,5080.01123046875,8655.0,1740.7711181640625
2007-03-08,1730.4947509765625,5149.66259765625,8709.0,1771.0078125
2007-03-09,1772.6468505859375,5170.78662109375,8950.0,1775.75927734375
2007-03-12,1768.88330078125,5130.25146484375,9140.0,1823.2740478515625
2007-03-13,1724.4730224609375,5106.84423828125,8995.0,1827.1617431640625
2007-03-14,1693.611572265625,4984.09716796875,8650.0,1805.56396484375
