Time	Open	High	Low	Close	Volume
2007-01-02 04:00:00	1.11824	1.12408	1.11807	1.11911	74
2007-01-02 08:00:00	1.11913	1.12476	1.11682	1.12319	3233
2007-01-02 12:00:00	1.12319	1.1256	1.12156	1.12428	2991
2007-01-02 16:00:00	1.12417	1.12478	1.12227	1.12381	2394
2007-01-02 20:00:00	1.12396	1.12602	1.12308	1.12554	2647
2007-01-03 00:00:00	1.12562	1.12653	1.12282	1.12362	2819
2007-01-03 04:00:00	1.12359	1.12679	1.12326	1.12552	2623
2007-01-03 08:00:00	1.12556	1.12764	1.12356	1.12664	3315
2007-01-03 12:00:00	1.12662	1.12773	1.1221	1.12245	3271
2007-01-03 16:00:00	1.12204	1.12424	1.11546	1.11825	3076
2007-01-03 20:00:00	1.11821	1.12068	1.11647	1.1205	2706
2007-01-04 00:00:00	1.12046	1.12178	1.11887	1.12025	2400
2007-01-04 04:00:00	1.12042	1.12232	1.11821	1.11901	2934
2007-01-04 08:00:00	1.11892	1.12423	1.11837	1.12231	3540
2007-01-04 12:00:00	1.12226	1.12559	1.12127	1.12504	3471
2007-01-04 16:00:00	1.12501	1.12561	1.12215	1.1231	2777
2007-01-04 20:00:00	1.12337	1.12596	1.12029	1.12518	2538
2007-01-05 00:00:00	1.1253	1.13176	1.1238	1.1314	3037
2007-01-05 04:00:00	1.13151	1.13386	1.12612	1.12712	2838
2007-01-05 08:00:00	1.12698	1.13099	1.12644	1.13012	3240
2007-01-05 12:00:00	1.12998	1.13352	1.12666	1.13151	3702
2007-01-05 16:00:00	1.13129	1.13634	1.13113	1.13193	2735
2007-01-05 20:00:00	1.13271	1.13442	1.13091	1.13241	1426
2007-01-07 20:00:00	1.13197	1.13374	1.12955	1.13373	1318
2007-01-08 00:00:00	1.134	1.13701	1.13323	1.13598	2628
2007-01-08 04:00:00	1.13602	1.13683	1.13426	1.13456	2550
2007-01-08 08:00:00	1.13417	1.13859	1.13404	1.13759	3376
2007-01-08 12:00:00	1.13772	1.13825	1.13351	1.1345	3608
2007-01-08 16:00:00	1.13438	1.1352	1.13111	1.13174	2749
2007-01-08 20:00:00	1.13177	1.13252	1.12841	1.12926	2644
2007-01-09 00:00:00	1.12931	1.13021	1.12688	1.12949	2978
2007-01-09 04:00:00	1.12971	1.13123	1.12661	1.12758	2698
2007-01-09 08:00:00	1.12751	1.13178	1.12726	1.12941	3543
2007-01-09 12:00:00	1.12941	1.12981	1.12537	1.12849	3401
2007-01-09 16:00:00	1.12813	1.13049	1.12661	1.12836	2875
2007-01-09 20:00:00	1.12821	1.12835	1.12546	1.12708	2559
2007-01-10 00:00:00	1.1272	1.12988	1.12608	1.12824	2922
2007-01-10 04:00:00	1.12849	1.13034	1.12773	1.12917	2871
2007-01-10 08:00:00	1.12915	1.13207	1.12798	1.13025	3165
2007-01-10 12:00:00	1.13062	1.13102	1.12821	1.12987	3312
2007-01-10 16:00:00	1.12989	1.13095	1.12803	1.13044	2856
2007-01-10 20:00:00	1.1305	1.13121	1.12864	1.12921	2741
2007-01-11 00:00:00	1.12928	1.13736	1.12919	1.13489	2981
2007-01-11 04:00:00	1.13536	1.13638	1.13426	1.13528	2938
2007-01-11 08:00:00	1.13504	1.13578	1.13103	1.1326	3417
2007-01-11 12:00:00	1.13229	1.13348	1.12616	1.12659	3466
2007-01-11 16:00:00	1.12653	1.12928	1.12607	1.12784	2922
2007-01-11 20:00:00	1.12791	1.13213	1.12653	1.13128	2972
2007-01-12 00:00:00	1.1312	1.13237	1.12749	1.12869	2775
2007-01-12 04:00:00	1.12884	1.12965	1.12661	1.12867	2828
2007-01-12 08:00:00	1.12869	1.1302	1.12667	1.12745	3054
2007-01-12 12:00:00	1.12748	1.13214	1.12605	1.13214	3356
2007-01-12 16:00:00	1.13176	1.13448	1.12997	1.13257	2837
2007-01-12 20:00:00	1.13278	1.13478	1.13147	1.1334	1287
2007-01-14 20:00:00	1.13242	1.1325	1.13061	1.13236	1138
2007-01-15 00:00:00	1.13251	1.13448	1.13041	1.13107	2929
2007-01-15 04:00:00	1.13121	1.13235	1.12957	1.13027	2693
2007-01-15 08:00:00	1.13044	1.13141	1.12748	1.12789	3311
2007-01-15 12:00:00	1.12785	1.12907	1.12576	1.12839	3154
2007-01-15 16:00:00	1.12794	1.12983	1.12651	1.12937	2336
2007-01-15 20:00:00	1.12951	1.12971	1.12276	1.12466	2824
2007-01-16 00:00:00	1.12506	1.1261	1.12353	1.12482	2631
2007-01-16 04:00:00	1.12489	1.12557	1.12283	1.12433	2926
2007-01-16 08:00:00	1.12434	1.12693	1.12272	1.12589	3466
