,Target Corporation,Lowes companies Corporation
1973-11-29,0.20833300054073334,
1973-11-30,0.20052100718021393,
1973-12-03,0.1875,
1973-12-04,0.19010399281978607,
1973-12-05,0.19010399281978607,
1973-12-06,0.1875,
1973-12-07,0.20052100718021393,
1973-12-10,0.20052100718021393,
1973-12-11,0.19010399281978607,
1973-12-12,0.17708300054073334,
1973-12-13,0.17708300054073334,
1973-12-14,0.1796880066394806,
1973-12-17,0.17708300054073334,
1973-12-18,0.17708300054073334,
1973-12-19,0.1875,
1973-12-20,0.19270800054073334,
1973-12-21,0.18489600718021393,
1973-12-24,0.1875,
1973-12-26,0.19270800054073334,
1973-12-27,0.19270800054073334,
1973-12-28,0.1875,
1973-12-31,0.18229199945926666,
1974-01-02,0.18229199945926666,
1974-01-03,0.19791699945926666,
1974-01-04,0.20052100718021393,
1974-01-07,0.21875,
1974-01-08,0.20833300054073334,
1974-01-09,0.203125,
1974-01-10,0.19791699945926666,
1974-01-11,0.20052100718021393,
1974-01-14,0.203125,
1974-01-15,0.20833300054073334,
1974-01-16,0.20833300054073334,
1974-01-17,0.20052100718021393,
1974-01-18,0.203125,
1974-01-21,0.1953130066394806,
1974-01-22,0.1953130066394806,
1974-01-23,0.20052100718021393,
1974-01-24,0.20052100718021393,
1974-01-25,0.20052100718021393,
1974-01-28,0.20052100718021393,
1974-01-29,0.20052100718021393,
1974-01-30,0.20833300054073334,
1974-01-31,0.21354199945926666,
1974-02-01,0.21354199945926666,
1974-02-04,0.21614600718021393,
1974-02-05,0.21354199945926666,
1974-02-06,0.203125,
1974-02-07,0.20833300054073334,
1974-02-08,0.20833300054073334,
1974-02-11,0.2109380066394806,
1974-02-12,0.20572899281978607,
1974-02-13,0.203125,
1974-02-14,0.203125,
1974-02-15,0.20833300054073334,
1974-02-19,0.20572899281978607,
1974-02-20,0.203125,
1974-02-21,0.20833300054073334,
1974-02-22,0.20833300054073334,
1974-02-25,0.20833300054073334,
1974-02-26,0.2109380066394806,
1974-02-27,0.22135399281978607,
1974-02-28,0.21354199945926666,
1974-03-01,0.21354199945926666,
1974-03-04,0.21354199945926666,
1974-03-05,0.22395800054073334,
1974-03-06,0.25,
1974-03-07,0.23958300054073334,
1974-03-08,0.24479199945926666,
1974-03-11,0.24479199945926666,
1974-03-12,0.23958300054073334,
1974-03-13,0.234375,
1974-03-14,0.234375,
1974-03-15,0.234375,
1974-03-18,0.23177100718021393,
1974-03-19,0.23177100718021393,
1974-03-20,0.2265630066394806,
1974-03-21,0.22916699945926666,
1974-03-22,0.21614600718021393,
1974-03-25,0.22135399281978607,
1974-03-26,0.21875,
1974-03-27,0.21354199945926666,
1974-03-28,0.20833300054073334,
1974-03-29,0.20833300054073334,
1974-04-01,0.203125,
1974-04-02,0.2109380066394806,
1974-04-03,0.21614600718021393,
1974-04-04,0.21875,
1974-04-05,0.21354199945926666,
1974-04-08,0.2109380066394806,
1974-04-09,0.20833300054073334,
1974-04-10,0.2109380066394806,
1974-04-11,0.2109380066394806,
1974-04-15,0.20052100718021393,
1974-04-16,0.20833300054073334,
1974-04-17,0.20833300054073334,
1974-04-18,0.203125,
1974-04-19,0.203125,
1974-04-22,0.203125,
1974-04-23,0.19791699945926666,
1974-04-24,0.1953130066394806,
1974-04-25,0.19270800054073334,
1974-04-26,0.19791699945926666,
1974-04-29,0.20052100718021393,
1974-04-30,0.19791699945926666,
1974-05-01,0.20052100718021393,
1974-05-02,0.20833300054073334,
1974-05-03,0.20833300054073334,
1974-05-06,0.20052100718021393,
1974-05-07,0.20052100718021393,
1974-05-08,0.20572899281978607,
1974-05-09,0.203125,
1974-05-10,0.20833300054073334,
1974-05-13,0.203125,
1974-05-14,0.20052100718021393,
1974-05-15,0.20052100718021393,
1974-05-16,0.19791699945926666,
1974-05-17,0.19791699945926666,
1974-05-20,0.203125,
1974-05-21,0.20052100718021393,
1974-05-22,0.203125,
1974-05-23,0.20833300054073334,
1974-05-24,0.20833300054073334,
1974-05-28,0.20833300054073334,
1974-05-29,0.21354199945926666,
1974-05-30,0.21354199945926666,
1974-05-31,0.21875,
1974-06-03,0.22395800054073334,
1974-06-04,0.22135399281978607,
1974-06-05,0.22395800054073334,
1974-06-06,0.22135399281978607,
1974-06-07,0.234375,
1974-06-10,0.23697899281978607,
1974-06-11,0.234375,
1974-06-12,0.2265630066394806,
1974-06-13,0.22395800054073334,
1974-06-14,0.22395800054073334,
1974-06-17,0.21875,
1974-06-18,0.21614600718021393,
1974-06-19,0.21614600718021393,
1974-06-20,0.21354199945926666,
1974-06-21,0.21354199945926666,
1974-06-24,0.21354199945926666,
1974-06-25,0.2109380066394806,
1974-06-26,0.20833300054073334,
1974-06-27,0.19270800054073334,
1974-06-28,0.203125,
1974-07-01,0.20833300054073334,
1974-07-02,0.203125,
1974-07-03,0.203125,
1974-07-05,0.203125,
1974-07-08,0.19270800054073334,
1974-07-09,0.19010399281978607,
1974-07-10,0.1875,
1974-07-11,0.1875,
1974-07-12,0.19010399281978607,
1974-07-15,0.19270800054073334,
1974-07-16,0.19010399281978607,
1974-07-17,0.19791699945926666,
1974-07-18,0.20052100718021393,
1974-07-19,0.20052100718021393,
1974-07-22,0.1953130066394806,
1974-07-23,0.1953130066394806,
1974-07-24,0.1953130066394806,
1974-07-25,0.19010399281978607,
1974-07-26,0.19010399281978607,
1974-07-29,0.1875,
1974-07-30,0.19010399281978607,
1974-07-31,0.1875,
1974-08-01,0.18489600718021393,
1974-08-02,0.1875,
1974-08-05,0.18489600718021393,
1974-08-06,0.1875,
1974-08-07,0.19270800054073334,
1974-08-08,0.18489600718021393,
1974-08-09,0.18489600718021393,
1974-08-12,0.18229199945926666,
1974-08-13,0.16927100718021393,
1974-08-14,0.18229199945926666,
1974-08-15,0.18229199945926666,
1974-08-16,0.18489600718021393,
1974-08-19,0.1796880066394806,
1974-08-20,0.17708300054073334,
1974-08-21,0.17708300054073334,
1974-08-22,0.1796880066394806,
1974-08-23,0.18229199945926666,
1974-08-26,0.17708300054073334,
1974-08-27,0.17708300054073334,
1974-08-28,0.16927100718021393,
1974-08-29,0.17447899281978607,
1974-08-30,0.17708300054073334,
1974-09-03,0.17447899281978607,
1974-09-04,0.171875,
1974-09-05,0.16666699945926666,
1974-09-06,0.171875,
1974-09-09,0.16145800054073334,
1974-09-10,0.1640630066394806,
1974-09-11,0.15625,
1974-09-12,0.15364600718021393,
1974-09-13,0.14583300054073334,
1974-09-16,0.1484380066394806,
1974-09-17,0.14583300054073334,
1974-09-18,0.14583300054073334,
1974-09-19,0.14583300054073334,
1974-09-20,0.16666699945926666,
1974-09-23,0.16666699945926666,
1974-09-24,0.16145800054073334,
1974-09-25,0.1640630066394806,
1974-09-26,0.15885399281978607,
1974-09-27,0.1640630066394806,
1974-09-30,0.15885399281978607,
1974-10-01,0.15364600718021393,
1974-10-02,0.15364600718021393,
1974-10-03,0.15364600718021393,
1974-10-04,0.15364600718021393,
1974-10-07,0.16666699945926666,
1974-10-08,0.1640630066394806,
1974-10-09,0.1640630066394806,
1974-10-10,0.171875,
1974-10-11,0.16927100718021393,
1974-10-14,0.16927100718021393,
1974-10-15,0.16927100718021393,
1974-10-16,0.171875,
1974-10-17,0.1640630066394806,
1974-10-18,0.15625,
1974-10-21,0.1640630066394806,
1974-10-22,0.16927100718021393,
1974-10-23,0.16666699945926666,
1974-10-24,0.16145800054073334,
1974-10-25,0.15885399281978607,
1974-10-28,0.1640630066394806,
1974-10-29,0.16145800054073334,
1974-10-30,0.16666699945926666,
1974-10-31,0.16145800054073334,
1974-11-01,0.1640630066394806,
1974-11-04,0.16927100718021393,
1974-11-05,0.1640630066394806,
1974-11-06,0.16666699945926666,
1974-11-07,0.16666699945926666,
1974-11-08,0.16666699945926666,
1974-11-11,0.16927100718021393,
1974-11-12,0.16666699945926666,
1974-11-13,0.16666699945926666,
1974-11-14,0.16927100718021393,
1974-11-15,0.16927100718021393,
1974-11-18,0.16927100718021393,
1974-11-19,0.171875,
1974-11-20,0.16927100718021393,
1974-11-21,0.16666699945926666,
1974-11-22,0.16666699945926666,
1974-11-25,0.16666699945926666,
1974-11-26,0.1640630066394806,
1974-11-27,0.16666699945926666,
1974-11-29,0.16927100718021393,
1974-12-02,0.16145800054073334,
1974-12-03,0.1640630066394806,
1974-12-04,0.16666699945926666,
1974-12-05,0.16145800054073334,
1974-12-06,0.15625,
1974-12-09,0.15625,
1974-12-10,0.16145800054073334,
1974-12-11,0.1640630066394806,
1974-12-12,0.15625,
1974-12-13,0.15625,
1974-12-16,0.15104199945926666,
1974-12-17,0.14322899281978607,
1974-12-18,0.15104199945926666,
1974-12-19,0.13802100718021393,
1974-12-20,0.13802100718021393,
1974-12-23,0.14583300054073334,
1974-12-24,0.14583300054073334,
1974-12-26,0.1484380066394806,
1974-12-27,0.14583300054073334,
1974-12-30,0.13802100718021393,
1974-12-31,0.15104199945926666,
1975-01-02,0.15104199945926666,
1975-01-03,0.15364600718021393,
1975-01-06,0.15625,
1975-01-07,0.15885399281978607,
1975-01-08,0.140625,
1975-01-09,0.14583300054073334,
1975-01-10,0.15625,
1975-01-13,0.15625,
1975-01-14,0.16145800054073334,
1975-01-15,0.15885399281978607,
1975-01-16,0.15885399281978607,
1975-01-17,0.16145800054073334,
1975-01-20,0.16145800054073334,
1975-01-21,0.16145800054073334,
1975-01-22,0.16666699945926666,
1975-01-23,0.171875,
1975-01-24,0.18489600718021393,
1975-01-27,0.203125,
1975-01-28,0.20052100718021393,
1975-01-29,0.1953130066394806,
1975-01-30,0.19270800054073334,
1975-01-31,0.19270800054073334,
1975-02-03,0.19270800054073334,
1975-02-04,0.1875,
1975-02-05,0.19270800054073334,
1975-02-06,0.20833300054073334,
1975-02-07,0.20572899281978607,
1975-02-10,0.203125,
1975-02-11,0.203125,
1975-02-12,0.203125,
1975-02-13,0.203125,
1975-02-14,0.20052100718021393,
1975-02-18,0.20052100718021393,
1975-02-19,0.20572899281978607,
1975-02-20,0.20833300054073334,
1975-02-21,0.20833300054073334,
1975-02-24,0.203125,
1975-02-25,0.20052100718021393,
1975-02-26,0.20052100718021393,
1975-02-27,0.19791699945926666,
1975-02-28,0.20572899281978607,
1975-03-03,0.20572899281978607,
1975-03-04,0.20833300054073334,
1975-03-05,0.20833300054073334,
1975-03-06,0.21875,
1975-03-07,0.23697899281978607,
1975-03-10,0.23697899281978607,
1975-03-11,0.23958300054073334,
1975-03-12,0.24739600718021393,
1975-03-13,0.2578130066394806,
1975-03-14,0.2578130066394806,
1975-03-17,0.2734380066394806,
1975-03-18,0.27864599227905273,
1975-03-19,0.27864599227905273,
1975-03-20,0.27604201436042786,
1975-03-21,0.27083298563957214,
1975-03-24,0.25520798563957214,
1975-03-25,0.26302099227905273,
1975-03-26,0.2734380066394806,
1975-03-27,0.27083298563957214,
1975-03-31,0.25520798563957214,
1975-04-01,0.25520798563957214,
1975-04-02,0.25260400772094727,
1975-04-03,0.25520798563957214,
1975-04-04,0.25520798563957214,
1975-04-07,0.25,
1975-04-08,0.25520798563957214,
1975-04-09,0.25260400772094727,
1975-04-10,0.26822900772094727,
1975-04-11,0.26822900772094727,
1975-04-14,0.26822900772094727,
1975-04-15,0.26302099227905273,
1975-04-16,0.26302099227905273,
1975-04-17,0.26822900772094727,
1975-04-18,0.26041701436042786,
1975-04-21,0.26822900772094727,
1975-04-22,0.26822900772094727,
1975-04-23,0.265625,
1975-04-24,0.265625,
1975-04-25,0.265625,
1975-04-28,0.26041701436042786,
1975-04-29,0.2578130066394806,
1975-04-30,0.2578130066394806,
1975-05-01,0.265625,
1975-05-02,0.27083298563957214,
1975-05-05,0.2578130066394806,
1975-05-06,0.26302099227905273,
1975-05-07,0.26822900772094727,
1975-05-08,0.265625,
1975-05-09,0.265625,
1975-05-12,0.265625,
1975-05-13,0.26822900772094727,
1975-05-14,0.27083298563957214,
1975-05-15,0.28385400772094727,
1975-05-16,0.29166701436042786,
1975-05-19,0.30989599227905273,
1975-05-20,0.296875,
1975-05-21,0.2890630066394806,
1975-05-22,0.30208298563957214,
1975-05-23,0.30208298563957214,
1975-05-27,0.296875,
1975-05-28,0.30208298563957214,
1975-05-29,0.3203130066394806,
1975-05-30,0.32552099227905273,
1975-06-02,0.34895798563957214,
1975-06-03,0.35416701436042786,
1975-06-04,0.36979201436042786,
1975-06-05,0.37239599227905273,
1975-06-06,0.3671880066394806,
1975-06-09,0.34895798563957214,
1975-06-10,0.34895798563957214,
1975-06-11,0.34114599227905273,
1975-06-12,0.3515630066394806,
1975-06-13,0.34635400772094727,
1975-06-16,0.35677099227905273,
1975-06-17,0.36979201436042786,
1975-06-18,0.3671880066394806,
1975-06-19,0.37239599227905273,
1975-06-20,0.36979201436042786,
1975-06-23,0.37239599227905273,
1975-06-24,0.36979201436042786,
1975-06-25,0.37760400772094727,
1975-06-26,0.375,
1975-06-27,0.3828130066394806,
1975-06-30,0.375,
1975-07-01,0.375,
1975-07-02,0.37239599227905273,
1975-07-03,0.3671880066394806,
1975-07-07,0.36458298563957214,
1975-07-08,0.3515630066394806,
1975-07-09,0.36197900772094727,
1975-07-10,0.375,
1975-07-11,0.3828130066394806,
1975-07-14,0.3984380066394806,
1975-07-15,0.421875,
1975-07-16,0.40885400772094727,
1975-07-17,0.41927099227905273,
1975-07-18,0.41927099227905273,
1975-07-21,0.4140630066394806,
1975-07-22,0.4140630066394806,
1975-07-23,0.41666701436042786,
1975-07-24,0.41927099227905273,
1975-07-25,0.41666701436042786,
1975-07-28,0.40625,
1975-07-29,0.40625,
1975-07-30,0.41145798563957214,
1975-07-31,0.41145798563957214,
1975-08-01,0.40885400772094727,
1975-08-04,0.40625,
1975-08-05,0.390625,
1975-08-06,0.375,
1975-08-07,0.38020798563957214,
1975-08-08,0.38020798563957214,
1975-08-11,0.36197900772094727,
1975-08-12,0.37239599227905273,
1975-08-13,0.375,
1975-08-14,0.375,
1975-08-15,0.37760400772094727,
1975-08-18,0.390625,
1975-08-19,0.40625,
1975-08-20,0.40104201436042786,
1975-08-21,0.39583298563957214,
1975-08-22,0.40364599227905273,
1975-08-25,0.41666701436042786,
1975-08-26,0.43489599227905273,
1975-08-27,0.4375,
1975-08-28,0.453125,
1975-08-29,0.45052099227905273,
1975-09-02,0.453125,
1975-09-03,0.44270798563957214,
1975-09-04,0.44010400772094727,
1975-09-05,0.4375,
1975-09-08,0.42708298563957214,
1975-09-09,0.421875,
1975-09-10,0.41145798563957214,
1975-09-11,0.39322900772094727,
1975-09-12,0.39322900772094727,
1975-09-15,0.38020798563957214,
1975-09-16,0.37239599227905273,
1975-09-17,0.375,
1975-09-18,0.3984380066394806,
1975-09-19,0.421875,
1975-09-22,0.4375,
1975-09-23,0.43229201436042786,
1975-09-24,0.44010400772094727,
1975-09-25,0.43489599227905273,
1975-09-26,0.43489599227905273,
1975-09-29,0.44010400772094727,
1975-09-30,0.43229201436042786,
1975-10-01,0.41927099227905273,
1975-10-02,0.421875,
1975-10-03,0.4375,
1975-10-06,0.46354201436042786,
1975-10-07,0.453125,
1975-10-08,0.4609380066394806,
1975-10-09,0.47395798563957214,
1975-10-10,0.47916701436042786,
1975-10-13,0.49479201436042786,
1975-10-14,0.5052080154418945,
1975-10-15,0.515625,
1975-10-16,0.5104169845581055,
1975-10-17,0.5052080154418945,
1975-10-20,0.5208330154418945,
1975-10-21,0.5234379768371582,
1975-10-22,0.5338540077209473,
1975-10-23,0.5546879768371582,
1975-10-24,0.5260419845581055,
1975-10-27,0.5338540077209473,
1975-10-28,0.546875,
1975-10-29,0.5338540077209473,
1975-10-30,0.546875,
1975-10-31,0.5364580154418945,
1975-11-03,0.5208330154418945,
1975-11-04,0.5208330154418945,
1975-11-05,0.53125,
1975-11-06,0.5520830154418945,
1975-11-07,0.5572919845581055,
1975-11-10,0.5572919845581055,
1975-11-11,0.5442709922790527,
1975-11-12,0.5416669845581055,
1975-11-13,0.5442709922790527,
1975-11-14,0.5364580154418945,
1975-11-17,0.5416669845581055,
1975-11-18,0.5520830154418945,
1975-11-19,0.546875,
1975-11-20,0.5494790077209473,
1975-11-21,0.5390629768371582,
1975-11-24,0.5442709922790527,
1975-11-25,0.5572919845581055,
1975-11-26,0.5520830154418945,
1975-11-28,0.5703129768371582,
1975-12-01,0.5755209922790527,
1975-12-02,0.5625,
1975-12-03,0.515625,
1975-12-04,0.5208330154418945,
1975-12-05,0.5260419845581055,
1975-12-08,0.53125,
1975-12-09,0.5182290077209473,
1975-12-10,0.5286459922790527,
1975-12-11,0.5494790077209473,
1975-12-12,0.546875,
1975-12-15,0.5572919845581055,
1975-12-16,0.5807290077209473,
1975-12-17,0.5755209922790527,
1975-12-18,0.5625,
1975-12-19,0.5598959922790527,
1975-12-22,0.5625,
1975-12-23,0.5677080154418945,
1975-12-24,0.5651040077209473,
1975-12-26,0.5677080154418945,
1975-12-29,0.5625,
1975-12-30,0.5546879768371582,
1975-12-31,0.546875,
1976-01-02,0.5520830154418945,
1976-01-05,0.5677080154418945,
1976-01-06,0.5885419845581055,
1976-01-07,0.6041669845581055,
1976-01-08,0.6197919845581055,
1976-01-09,0.6171879768371582,
1976-01-12,0.6432290077209473,
1976-01-13,0.6458330154418945,
1976-01-14,0.6302080154418945,
1976-01-15,0.6536459922790527,
1976-01-16,0.6640629768371582,
1976-01-19,0.6744790077209473,
1976-01-20,0.6979169845581055,
1976-01-21,0.7083330154418945,
1976-01-22,0.7057290077209473,
1976-01-23,0.7083330154418945,
1976-01-26,0.7161459922790527,
1976-01-27,0.6901040077209473,
1976-01-28,0.6822919845581055,
1976-01-29,0.6875,
1976-01-30,0.7083330154418945,
1976-02-02,0.6953129768371582,
1976-02-03,0.6692709922790527,
1976-02-04,0.65625,
1976-02-05,0.6458330154418945,
1976-02-06,0.6536459922790527,
1976-02-09,0.6458330154418945,
1976-02-10,0.6354169845581055,
1976-02-11,0.6458330154418945,
1976-02-12,0.6302080154418945,
1976-02-13,0.609375,
1976-02-17,0.6302080154418945,
1976-02-18,0.6380209922790527,
1976-02-19,0.6484379768371582,
1976-02-20,0.6666669845581055,
1976-02-23,0.6640629768371582,
1976-02-24,0.6953129768371582,
1976-02-25,0.7317709922790527,
1976-02-26,0.71875,
1976-02-27,0.7213540077209473,
1976-03-01,0.6979169845581055,
1976-03-02,0.7109379768371582,
1976-03-03,0.703125,
1976-03-04,0.6927080154418945,
1976-03-05,0.6953129768371582,
1976-03-08,0.6979169845581055,
1976-03-09,0.7213540077209473,
1976-03-10,0.7213540077209473,
1976-03-11,0.7291669845581055,
1976-03-12,0.71875,
1976-03-15,0.7135419845581055,
1976-03-16,0.7135419845581055,
1976-03-17,0.7213540077209473,
1976-03-18,0.7135419845581055,
1976-03-19,0.7239580154418945,
1976-03-22,0.7239580154418945,
1976-03-23,0.7265629768371582,
1976-03-24,0.7265629768371582,
1976-03-25,0.7109379768371582,
1976-03-26,0.6979169845581055,
1976-03-29,0.7005209922790527,
1976-03-30,0.6875,
1976-03-31,0.6979169845581055,
1976-04-01,0.6875,
1976-04-02,0.6927080154418945,
1976-04-05,0.7109379768371582,
1976-04-06,0.7083330154418945,
1976-04-07,0.7083330154418945,
1976-04-08,0.6953129768371582,
1976-04-09,0.6901040077209473,
1976-04-12,0.6822919845581055,
1976-04-13,0.6692709922790527,
1976-04-14,0.6692709922790527,
1976-04-15,0.671875,
1976-04-19,0.6796879768371582,
1976-04-20,0.6927080154418945,
1976-04-21,0.7057290077209473,
1976-04-22,0.6979169845581055,
1976-04-23,0.6927080154418945,
1976-04-26,0.6953129768371582,
1976-04-27,0.6901040077209473,
1976-04-28,0.6875,
1976-04-29,0.6927080154418945,
1976-04-30,0.6875,
1976-05-03,0.671875,
1976-05-04,0.6614580154418945,
1976-05-05,0.6588540077209473,
1976-05-06,0.6614580154418945,
1976-05-07,0.6588540077209473,
1976-05-10,0.6666669845581055,
1976-05-11,0.6666669845581055,
1976-05-12,0.6510419845581055,
1976-05-13,0.6354169845581055,
1976-05-14,0.609375,
1976-05-17,0.5963540077209473,
1976-05-18,0.5911459922790527,
1976-05-19,0.6223959922790527,
1976-05-20,0.6302080154418945,
1976-05-21,0.6380209922790527,
1976-05-24,0.6276040077209473,
1976-05-25,0.6145830154418945,
1976-05-26,0.609375,
1976-05-27,0.5833330154418945,
1976-05-28,0.578125,
1976-06-01,0.5625,
1976-06-02,0.5520830154418945,
1976-06-03,0.578125,
1976-06-04,0.5729169845581055,
1976-06-07,0.5703129768371582,
1976-06-08,0.5755209922790527,
1976-06-09,0.578125,
1976-06-10,0.5911459922790527,
1976-06-11,0.6041669845581055,
1976-06-14,0.6119790077209473,
1976-06-15,0.5989580154418945,
1976-06-16,0.5885419845581055,
1976-06-17,0.59375,
1976-06-18,0.6119790077209473,
1976-06-21,0.6276040077209473,
1976-06-22,0.6354169845581055,
1976-06-23,0.6432290077209473,
1976-06-24,0.65625,
1976-06-25,0.6770830154418945,
1976-06-28,0.6744790077209473,
1976-06-29,0.6901040077209473,
1976-06-30,0.6927080154418945,
1976-07-01,0.6770830154418945,
1976-07-02,0.6822919845581055,
1976-07-06,0.6822919845581055,
1976-07-07,0.6822919845581055,
1976-07-08,0.6744790077209473,
1976-07-09,0.6692709922790527,
1976-07-12,0.6536459922790527,
1976-07-13,0.6458330154418945,
1976-07-14,0.6432290077209473,
1976-07-15,0.6302080154418945,
1976-07-16,0.6223959922790527,
