Time	Open	High	Low	Close	Volume
2019-03-15 16:00:00	79.098	79.1	78.955	78.99	17957
2019-03-15 20:00:00	78.992	79.024	78.955	78.955	2020
2019-03-17 20:00:00	78.986	79.021	78.918	79.016	4720
2019-03-18 00:00:00	79.016	79.39	78.995	79.343	19580
2019-03-18 04:00:00	79.343	79.412	79.307	79.373	14231
2019-03-18 08:00:00	79.372	79.393	79.106	79.286	21198
2019-03-18 12:00:00	79.285	79.292	79.02	79.088	25639
2019-03-18 16:00:00	79.087	79.131	78.996	79.131	17728
2019-03-18 20:00:00	79.136	79.161	79.043	79.068	10495
2019-03-19 00:00:00	79.067	79.189	78.871	79.03	25406
2019-03-19 04:00:00	79.03	79.078	78.912	78.932	15064
2019-03-19 08:00:00	78.932	79.013	78.901	78.966	15376
2019-03-19 12:00:00	78.965	79.193	78.965	79.099	25242
2019-03-19 16:00:00	79.103	79.124	78.868	78.995	22884
2019-03-19 20:00:00	78.996	78.999	78.83	78.971	12440
2019-03-20 00:00:00	78.971	79.002	78.775	78.949	21985
2019-03-20 04:00:00	78.951	79.117	78.916	79.079	13533
2019-03-20 08:00:00	79.08	79.134	79.03	79.117	18043
2019-03-20 12:00:00	79.118	79.151	78.94	78.962	27353
2019-03-20 16:00:00	78.961	79.311	78.743	78.78	46614
2019-03-20 20:00:00	78.779	78.981	78.701	78.937	19972
2019-03-21 00:00:00	78.938	79.358	78.919	78.976	29733
2019-03-21 04:00:00	78.974	79.039	78.872	78.886	22396
2019-03-21 08:00:00	78.886	78.966	78.772	78.782	32335
2019-03-21 12:00:00	78.782	79.01	78.727	78.82	42532
2019-03-21 16:00:00	78.825	78.83	78.584	78.813	33943
2019-03-21 20:00:00	78.814	78.887	78.717	78.747	10043
2019-03-22 00:00:00	78.746	78.837	78.517	78.7	28433
2019-03-22 04:00:00	78.701	78.814	78.678	78.782	16922
2019-03-22 08:00:00	78.782	78.809	78.179	78.197	51059
2019-03-22 12:00:00	78.196	78.324	77.777	77.819	57793
2019-03-22 16:00:00	77.822	78.028	77.797	77.822	41250
2019-03-22 20:00:00	77.823	77.886	77.795	77.822	2678
2019-03-24 20:00:00	77.789	77.957	77.784	77.951	7882
2019-03-25 00:00:00	77.952	77.983	77.541	77.774	33213
2019-03-25 04:00:00	77.776	78.034	77.732	77.987	30534
2019-03-25 08:00:00	77.987	78.222	77.977	78.167	34314
2019-03-25 12:00:00	78.169	78.346	78.018	78.307	45110
2019-03-25 16:00:00	78.306	78.34	78.036	78.189	33397
2019-03-25 20:00:00	78.188	78.341	78.133	78.315	16927
2019-03-26 00:00:00	78.312	78.524	78.288	78.346	27122
2019-03-26 04:00:00	78.345	78.577	78.3	78.545	24288
2019-03-26 08:00:00	78.545	78.779	78.468	78.706	32490
2019-03-26 12:00:00	78.707	79.001	78.697	78.883	39959
2019-03-26 16:00:00	78.886	78.965	78.867	78.947	29350
2019-03-26 20:00:00	78.946	78.948	78.839	78.907	14263
2019-03-27 00:00:00	78.907	78.914	78.414	78.528	37702
2019-03-27 04:00:00	78.527	78.585	78.447	78.541	24456
2019-03-27 08:00:00	78.542	78.592	78.21	78.34	38018
2019-03-27 12:00:00	78.341	78.399	78.021	78.048	52902
2019-03-27 16:00:00	78.05	78.334	78.007	78.33	37859
2019-03-27 20:00:00	78.331	78.421	78.183	78.275	12734
