Time	Open	High	Low	Close	Volume
2007-01-02 04:00:00	102.085	102.085	101.915	101.95	510
2007-01-02 08:00:00	101.955	102.15	101.75	102.12	43749
2007-01-02 12:00:00	102.135	102.168	101.795	101.925	22516
2007-01-02 16:00:00	101.93	102.054	101.805	101.965	19134
2007-01-02 20:00:00	101.95	102.135	101.875	101.98	17468
2007-01-03 00:00:00	101.98	102.065	101.785	101.86	18041
2007-01-03 04:00:00	101.875	102.098	101.817	101.95	18819
2007-01-03 08:00:00	101.945	102.21	101.87	102.035	22469
2007-01-03 12:00:00	102.02	102.175	101.795	101.94	43993
2007-01-03 16:00:00	101.94	102.28	101.79	101.79	20255
2007-01-03 20:00:00	101.783	101.82	101.665	101.735	16663
2007-01-04 00:00:00	101.735	101.863	101.66	101.828	18659
2007-01-04 04:00:00	101.835	101.902	101.73	101.78	19927
2007-01-04 08:00:00	101.785	101.885	101.53	101.59	43849
2007-01-04 12:00:00	101.605	101.655	101.33	101.4	22450
2007-01-04 16:00:00	101.405	101.481	101.065	101.115	19310
2007-01-04 20:00:00	101.095	101.14	100.785	100.865	18079
2007-01-05 00:00:00	100.865	100.875	100.46	100.495	18221
2007-01-05 04:00:00	100.5	100.633	100.345	100.615	20315
2007-01-05 08:00:00	100.615	100.645	100.195	100.265	36938
2007-01-05 12:00:00	100.26	101.13	100.26	100.953	30553
2007-01-05 16:00:00	100.955	101.14	100.86	101.08	19128
2007-01-05 20:00:00	101.095	101.215	101.055	101.1	9281
2007-01-07 20:00:00	101.1	101.155	101	101.02	4950
2007-01-08 00:00:00	101.02	101.036	100.703	100.905	18592
2007-01-08 04:00:00	100.9	100.945	100.643	100.735	19060
2007-01-08 08:00:00	100.743	101	100.657	100.92	30355
2007-01-08 12:00:00	100.905	101.045	100.56	100.705	36686
2007-01-08 16:00:00	100.72	101.009	100.505	100.98	20634
2007-01-08 20:00:00	100.97	101.18	100.922	101.065	17912
2007-01-09 00:00:00	101.065	101.332	101.015	101.275	17958
2007-01-09 04:00:00	101.285	101.375	101.12	101.21	20448
2007-01-09 08:00:00	101.21	101.492	101.13	101.385	36893
2007-01-09 12:00:00	101.39	101.407	101.013	101.228	30853
2007-01-09 16:00:00	101.245	101.495	101.195	101.47	19307
2007-01-09 20:00:00	101.475	101.53	101.27	101.37	18332
2007-01-10 00:00:00	101.37	101.485	101.29	101.32	18373
2007-01-10 04:00:00	101.315	101.475	101.18	101.415	18829
2007-01-10 08:00:00	101.413	101.49	101.102	101.29	30697
2007-01-10 12:00:00	101.285	101.662	101.165	101.59	37108
2007-01-10 16:00:00	101.59	101.725	101.405	101.69	20635
2007-01-10 20:00:00	101.68	101.915	101.599	101.785	17376
2007-01-11 00:00:00	101.785	101.945	101.718	101.88	18174
2007-01-11 04:00:00	101.89	102.22	101.825	102.19	20476
2007-01-11 08:00:00	102.18	102.885	101.96	102.325	37922
2007-01-11 12:00:00	102.33	102.45	101.865	102.253	30854
2007-01-11 16:00:00	102.255	102.47	102.137	102.33	19032
2007-01-11 20:00:00	102.315	102.408	102.09	102.11	18348
2007-01-12 00:00:00	102.11	102.556	102.064	102.488	18326
2007-01-12 04:00:00	102.495	102.57	102.27	102.285	20688
2007-01-12 08:00:00	102.285	102.715	102.122	102.62	44658
2007-01-12 12:00:00	102.635	102.955	102.343	102.79	22431
2007-01-12 16:00:00	102.8	103.016	102.64	102.85	19243
2007-01-12 20:00:00	102.835	102.977	102.737	102.755	9379
2007-01-14 20:00:00	102.715	103.03	102.715	102.845	6531
2007-01-15 00:00:00	102.835	102.875	102.53	102.79	18357
2007-01-15 04:00:00	102.805	102.953	102.665	102.89	18968
2007-01-15 08:00:00	102.88	103.245	102.87	103.205	22422
2007-01-15 12:00:00	103.19	103.3	103.043	103.165	44680
2007-01-15 16:00:00	103.16	103.25	102.945	103.25	21160
2007-01-15 20:00:00	103.248	103.28	103.003	103.055	18322
2007-01-16 00:00:00	103.055	103.19	102.99	103.068	18511
2007-01-16 04:00:00	103.065	103.083	102.79	102.97	20932
2007-01-16 08:00:00	102.975	103.37	102.92	103.23	44634
2007-01-16 12:00:00	103.245	103.44	102.853	102.9	22416
2007-01-16 16:00:00	102.91	103.01	102.39	102.475	19669
2007-01-16 20:00:00	102.435	102.7	102.425	102.665	17750
2007-01-17 00:00:00	102.665	102.794	102.647	102.71	17890
2007-01-17 04:00:00	102.725	102.725	102.453	102.64	19610
2007-01-17 08:00:00	102.63	102.78	102.403	102.565	22411
2007-01-17 12:00:00	102.55	102.775	102.442	102.585	45141
2007-01-17 16:00:00	102.58	102.935	102.54	102.855	21091
2007-01-17 20:00:00	102.858	102.91	102.728	102.85	17831
2007-01-18 00:00:00	102.85	102.98	102.676	102.943	18285
2007-01-18 04:00:00	102.95	103.4	102.802	103.3	20762
2007-01-18 08:00:00	103.305	103.4	103.097	103.25	44773
2007-01-18 12:00:00	103.265	103.52	102.987	103.26	22337
2007-01-18 16:00:00	103.27	103.375	103.105	103.375	19820
2007-01-18 20:00:00	103.36	103.383	103.103	103.285	18581
2007-01-19 00:00:00	103.295	103.37	103.092	103.14	18195
2007-01-19 04:00:00	103.15	103.36	103.12	103.3	20640
2007-01-19 08:00:00	103.31	103.4	103.131	103.255	37294
2007-01-19 12:00:00	103.255	103.525	103.209	103.403	30874
